,Type,Created_At,impulse_candle_size,created_hour,time,distance,vol_regime,sessions,Hit_At,l,c,o,h,hour_hit,Return,success,Zone_Top,Zone_Bottom,zone_size,atr_14,sessions_num,vol_regime_num
0,Bullish,2015-01-30 15:00:00,0.7419999999999618,15,2015-02-03 14:00:00,95.0,High,london/NY,2015-02-03 14:00:00,1260.78,1264.544,1265.447,1269.716,14,-0.002293096218887886,0,1264.618,1258.608,6.009999999999991,4.971642857142846,4.0,3
1,Bullish,2015-01-29 23:00:00,0.900000000000091,23,2015-02-03 15:00:00,112.0,High,london/NY,2015-02-03 15:00:00,1256.334,1258.586,1264.72,1265.76,15,0.0030539245595516636,1,1257.609,1256.533,1.0760000000000218,5.338142857142835,4.0,3
2,Bullish,2015-02-18 19:00:00,3.490000000000009,19,2015-02-20 18:00:00,47.0,High,NY,2015-02-20 18:00:00,1199.814,1200.437,1206.819,1207.777,18,0.002607855226541702,1,1201.433,1199.007,2.425999999999931,4.1559285714285386,5.0,3
3,Bullish,2015-01-02 15:00:00,4.281999999999925,15,2015-03-06 16:00:00,1513.0,High,london/NY,2015-03-06 16:00:00,1171.329,1171.768,1176.351,1176.446,16,-0.0011683439386078714,0,1174.344,1169.144,5.2000000000000455,4.160285714285692,4.0,3
4,Bullish,2015-03-13 20:00:00,2.180000000000064,20,2015-03-16 11:00:00,63.0,Medium,london,2015-03-16 11:00:00,1155.246,1156.669,1156.95,1157.69,11,-0.0012504240192175342,0,1156.176,1155.04,1.1359999999999673,2.6689999999999663,3.0,2
5,Bullish,2015-03-24 08:00:00,0.1340000000000145,8,2015-03-25 03:00:00,19.0,Low,asian,2015-03-25 03:00:00,1187.368,1188.644,1191.209,1192.071,3,0.007646805063078178,1,1188.751,1187.274,1.4770000000000891,2.270357142857165,1.0,1
6,Bullish,2015-03-26 06:00:00,5.028999999999996,6,2015-03-27 07:00:00,25.0,Low,asian,2015-03-27 07:00:00,1197.849,1198.731,1202.708,1205.283,7,0.0009764932800418026,1,1199.918,1198.46,1.4579999999998563,2.4446428571428345,1.0,1
7,Bullish,2015-04-13 12:00:00,3.724999999999909,12,2015-04-13 23:00:00,11.0,Low,Closing,2015-04-13 23:00:00,1198.359,1199.222,1198.774,1199.251,23,-0.0070404741792296065,0,1200.231,1198.187,2.0440000000000964,2.4271428571428424,,1
8,Bullish,2015-04-23 17:00:00,0.9809999999999944,17,2015-04-24 04:00:00,11.0,Low,asian,2015-04-24 04:00:00,1190.927,1191.302,1191.896,1191.989,4,-0.011171423979980808,0,1192.293,1191.02,1.2729999999999109,1.665285714285736,1.0,1
9,Bullish,2015-05-13 06:00:00,0.7420000000001892,6,2015-05-26 09:00:00,315.0,Medium,asian/london,2015-05-26 09:00:00,1193.089,1194.303,1195.155,1195.632,9,-0.004665500815299646,0,1193.736,1192.503,1.2330000000001746,2.429642857142832,2.0,2
10,Bullish,2015-05-01 19:00:00,0.2940000000000964,19,2015-06-04 14:00:00,811.0,High,london/NY,2015-06-04 14:00:00,1173.555,1175.298,1176.18,1177.27,14,0.00265366237328076,1,1175.5,1174.083,1.4169999999999163,3.2190714285713966,4.0,3
11,Bullish,2015-06-09 04:00:00,0.3249999999998181,4,2015-06-09 21:00:00,17.0,Medium,NY,2015-06-09 21:00:00,1175.548,1176.195,1176.544,1176.544,21,0.007465095479477192,1,1176.063,1175.28,0.7830000000001291,2.4992857142856986,5.0,2
12,Bullish,2015-06-10 04:00:00,1.15300000000002,4,2015-06-11 12:00:00,32.0,Medium,london,2015-06-11 12:00:00,1174.932,1182.774,1179.762,1185.314,12,0.0044750535633607475,1,1176.991,1175.83,1.1610000000000582,2.329571428571448,3.0,2
13,Bullish,2015-06-24 22:00:00,0.1179999999999381,22,2015-06-25 09:00:00,11.0,Low,asian/london,2015-06-25 09:00:00,1174.519,1174.79,1174.752,1176.113,9,-0.0012374978449148086,0,1174.844,1174.251,0.5930000000000746,1.4116428571429,2.0,1
14,Bullish,2015-06-30 15:00:00,2.7170000000000982,15,2015-07-01 12:00:00,21.0,Low,london,2015-07-01 12:00:00,1168.264,1169.98,1172.179,1172.195,12,-0.0016864040296000068,0,1171.821,1169.255,2.5659999999998035,1.686642857142829,3.0,1
15,Bullish,2015-03-18 18:00:00,5.828999999999951,18,2015-07-07 14:00:00,2660.0,High,london/NY,2015-07-07 14:00:00,1147.819,1153.336,1156.218,1157.512,14,0.0032207195283570343,1,1154.691,1149.763,4.928000000000111,3.1046428571428675,4.0,3
16,Bullish,2015-07-09 05:00:00,0.4549999999999272,5,2015-07-09 22:00:00,17.0,High,NY,2015-07-09 22:00:00,1157.293,1158.164,1158.589,1160.866,22,0.004289169383112016,1,1158.418,1157.415,1.002999999999929,2.900428571428571,5.0,3
17,Bullish,2015-08-11 07:00:00,2.6549999999999727,7,2015-09-11 13:00:00,750.0,Medium,london,2015-09-11 13:00:00,1098.618,1100.241,1106.433,1106.765,13,0.005561328718439836,1,1102.476,1097.358,5.1180000000001655,2.4292857142857462,3.0,2
18,Bullish,2015-09-23 11:00:00,1.3250000000000457,11,2015-09-29 06:00:00,139.0,Low,asian,2015-09-29 06:00:00,1125.487,1127.431,1126.146,1128.489,6,0.0045279582431007655,1,1126.118,1125.007,1.1109999999998763,2.080428571428521,1.0,1
19,Bullish,2015-09-16 12:00:00,3.798000000000002,12,2015-10-02 06:00:00,378.0,Low,asian,2015-10-02 06:00:00,1107.767,1110.016,1111.88,1112.001,6,0.02522183154520372,1,1108.75,1107.346,1.4039999999999964,1.4443571428571431,1.0,1
20,Bullish,2015-10-23 18:00:00,1.4800000000000182,18,2015-10-26 07:00:00,61.0,Low,asian,2015-10-26 07:00:00,1162.427,1162.717,1164.479,1164.632,7,0.0013848361090963669,1,1163.68,1162.227,1.4529999999999745,1.9390000000000456,1.0,1
21,Bullish,2015-12-04 13:00:00,10.933999999999967,13,2015-12-11 13:00:00,168.0,High,london,2015-12-11 13:00:00,1061.4,1064.681,1063.678,1069.641,13,0.01186488403038775,1,1062.566,1061.18,1.3859999999999673,3.5216428571428326,3.0,3
22,Bullish,2015-12-03 12:00:00,1.6359999999999673,12,2015-12-17 14:00:00,338.0,High,london/NY,2015-12-17 14:00:00,1049.727,1050.489,1060.17,1061.294,14,0.00504991840535315,1,1051.129,1049.499,1.6299999999998818,3.946928571428576,4.0,3
23,Bullish,2016-01-13 14:00:00,0.7180000000000746,14,2016-01-14 15:00:00,25.0,High,london/NY,2016-01-14 15:00:00,1081.471,1082.402,1088.162,1088.839,15,-0.0017412672006184248,0,1082.908,1080.459,2.4489999999998417,3.572928571428601,4.0,3
24,Bullish,2016-01-04 13:00:00,1.5049999999998818,13,2016-01-14 18:00:00,245.0,High,NY,2016-01-14 18:00:00,1071.341,1073.041,1077.838,1077.94,18,0.007822669371075517,1,1073.023,1071.13,1.8929999999998017,4.157785714285751,5.0,3
25,Bullish,2016-01-05 00:00:00,0.4250000000001819,0,2016-01-14 18:00:00,234.0,High,NY,2016-01-14 18:00:00,1071.341,1073.041,1077.838,1077.94,18,0.006633949554778641,1,1073.806,1072.879,0.9270000000001346,4.157785714285751,5.0,3
26,Bullish,2016-02-12 05:00:00,5.731999999999971,5,2016-02-12 16:00:00,11.0,High,london/NY,2016-02-12 16:00:00,1232.996,1237.258,1237.799,1238.341,16,-0.010594885577100309,0,1234.442,1232.503,1.9390000000000782,5.906499999999986,4.0,3
27,Bullish,2016-02-11 08:00:00,0.0860000000000127,8,2016-02-15 08:00:00,96.0,High,asian,2016-02-15 08:00:00,1206.967,1209.651,1212.007,1214.484,8,0.00018753920003973287,1,1208.983,1206.512,2.4710000000000036,4.940499999999978,1.0,3
28,Bullish,2016-02-23 03:00:00,0.5650000000000546,3,2016-02-26 16:00:00,85.0,Medium,london/NY,2016-02-26 16:00:00,1211.306,1218.706,1216.887,1219.164,16,0.006899364834086889,1,1217.307,1214.656,2.6510000000000673,5.218642857142852,4.0,2
29,Bullish,2016-02-29 01:00:00,0.1369999999999436,1,2016-03-23 12:00:00,563.0,Medium,london,2016-03-23 12:00:00,1219.968,1223.315,1231.539,1232.103,12,0.0004298149094194662,1,1222.378,1220.534,1.8439999999998236,4.297642857142786,3.0,2
30,Bullish,2016-04-10 22:00:00,0.2080000000000836,22,2016-04-13 10:00:00,60.0,Medium,london,2016-04-13 10:00:00,1239.425,1241.06,1244.941,1245.235,10,0.0021075894999615496,1,1240.64,1238.97,1.6700000000000728,3.14692857142854,3.0,2
31,Bullish,2016-04-21 05:00:00,4.977000000000089,5,2016-04-21 17:00:00,12.0,High,london/NY,2016-04-21 17:00:00,1247.383,1248.193,1251.119,1251.191,17,-0.0002692989571077394,0,1248.556,1246.812,1.7440000000001419,6.26528571428571,4.0,3
32,Bullish,2016-04-27 00:00:00,0.8980000000001382,0,2016-04-27 18:00:00,18.0,High,NY,2016-04-27 18:00:00,1238.949,1246.872,1249.422,1252.757,18,0.008476884607105696,1,1243.245,1242.22,1.0249999999998636,4.2317857142856905,5.0,3
33,Bullish,2016-05-06 12:00:00,2.721000000000004,12,2016-05-09 05:00:00,65.0,Medium,asian,2016-05-09 05:00:00,1278.4,1280.592,1284.658,1284.819,5,-0.012436920186047995,0,1281.823,1279.02,2.803000000000111,3.725642857142881,1.0,2
34,Bullish,2016-06-17 10:00:00,0.41599999999994,10,2016-06-19 22:00:00,60.0,High,NY,2016-06-19 22:00:00,1277.769,1289.921,1288.058,1291.793,22,0.0022943544715395485,1,1285.691,1284.095,1.5960000000000036,4.799071428571405,5.0,3
35,Bullish,2016-06-26 22:00:00,2.877999999999929,22,2016-06-28 03:00:00,29.0,Low,asian,2016-06-28 03:00:00,1315.852,1317.535,1319.903,1320.074,3,-0.004010089805345616,0,1319.291,1313.069,6.22199999999998,4.372928571428555,1.0,1
36,Bullish,2016-07-04 01:00:00,3.325000000000045,1,2016-07-05 01:00:00,24.0,Low,asian,2016-07-05 01:00:00,1337.809,1342.69,1351.793,1352.126,1,0.005159857212529619,1,1343.664,1340.325,3.338999999999942,4.316714285714284,1.0,1
37,Bullish,2016-07-06 22:00:00,0.3820000000000618,22,2016-07-07 09:00:00,11.0,Low,asian/london,2016-07-07 09:00:00,1363.655,1366.161,1367.355,1367.816,9,-0.0034841621493792644,0,1364.336,1363.149,1.1870000000001255,2.925642857142878,2.0,1
38,Bullish,2016-07-01 05:00:00,1.7949999999998454,5,2016-07-13 01:00:00,284.0,High,asian,2016-07-13 01:00:00,1327.357,1330.935,1332.132,1333.063,1,0.007918336446413012,1,1330.869,1329.412,1.45699999999988,5.103928571428583,1.0,3
39,Bullish,2016-07-01 01:00:00,0.2480000000000473,1,2016-07-14 11:00:00,322.0,Medium,london,2016-07-14 11:00:00,1321.406,1324.752,1329.212,1330.013,11,0.009019530276447965,1,1323.152,1320.999,2.15300000000002,4.582071428571453,3.0,2
40,Bullish,2016-07-15 20:00:00,0.6100000000001273,20,2016-07-18 09:00:00,61.0,Medium,asian/london,2016-07-18 09:00:00,1326.053,1327.98,1328.383,1328.578,9,0.0024131532295793567,1,1329.015,1325.603,3.4120000000000346,4.618571428571419,2.0,2
41,Bullish,2016-07-29 12:00:00,3.189000000000078,12,2016-08-05 19:00:00,175.0,High,NY,2016-08-05 19:00:00,1334.489,1336.505,1338.722,1339.014,19,-0.0007912050367393661,0,1335.506,1333.84,1.6660000000001673,4.520499999999954,5.0,3
42,Bullish,2016-08-15 22:00:00,0.1880000000001018,22,2016-08-17 18:00:00,44.0,High,NY,2016-08-17 18:00:00,1333.02,1345.958,1343.395,1351.661,18,0.01033622022727278,1,1339.602,1338.94,0.6620000000000346,4.010142857142877,5.0,3
43,Bullish,2016-09-12 17:00:00,2.37299999999982,17,2016-09-13 17:00:00,24.0,Medium,london/NY,2016-09-13 17:00:00,1318.354,1320.775,1323.087,1323.633,17,-0.0011355641128452474,0,1322.871,1320.749,2.122000000000071,2.697642857142877,4.0,2
44,Bullish,2016-09-19 01:00:00,1.51299999999992,1,2016-09-21 04:00:00,51.0,Medium,asian,2016-09-21 04:00:00,1307.154,1311.53,1315.171,1319.43,4,0.011892527243133949,1,1311.065,1309.32,1.7450000000001182,2.380714285714313,1.0,2
45,Bullish,2016-09-21 11:00:00,4.244000000000142,11,2016-09-28 15:00:00,172.0,Low,london/NY,2016-09-28 15:00:00,1317.831,1321.391,1320.62,1322.264,15,0.0033322579228219464,1,1321.105,1319.747,1.3579999999999472,1.9762857142856904,4.0,1
46,Bullish,2016-06-08 01:00:00,0.183999999999969,1,2016-10-07 15:00:00,2918.0,High,london/NY,2016-10-07 15:00:00,1240.951,1246.139,1256.003,1256.637,15,0.01481751830685416,1,1244.911,1242.955,1.956000000000131,4.877642857142827,4.0,3
47,Bullish,2016-10-13 01:00:00,2.735000000000128,1,2016-10-13 12:00:00,11.0,Low,london,2016-10-13 12:00:00,1253.099,1256.687,1258.524,1259.481,12,0.002583214648506253,1,1254.329,1253.012,1.3170000000000073,2.618499999999991,3.0,1
48,Bullish,2016-06-03 12:00:00,2.498000000000048,12,2016-11-14 15:00:00,3939.0,High,london/NY,2016-11-14 15:00:00,1211.33,1212.602,1212.663,1216.37,15,0.010564273734546258,1,1212.578,1211.157,1.4210000000000491,5.341071428571435,4.0,3
49,Bullish,2016-11-16 23:00:00,0.6159999999999854,23,2016-11-17 13:00:00,14.0,Low,london,2016-11-17 13:00:00,1222.482,1224.443,1228.478,1229.964,13,-0.008933926179469837,0,1225.363,1224.064,1.2989999999999782,3.004571428571499,3.0,1
50,Bullish,2016-12-21 01:00:00,1.0119999999999436,1,2016-12-21 15:00:00,14.0,Low,london/NY,2016-12-21 15:00:00,1130.678,1130.96,1134.769,1134.839,15,-1.3697328799936845e-05,0,1132.456,1130.759,1.696999999999889,2.3347857142856583,4.0,1
51,Bullish,2017-01-31 14:00:00,0.2880000000000109,14,2017-02-01 14:00:00,24.0,Low,london/NY,2017-02-01 14:00:00,1202.469,1205.403,1205.629,1206.064,14,0.007111838117459546,1,1205.571,1203.089,2.481999999999971,2.4967857142857093,4.0,1
52,Bullish,2017-02-06 11:00:00,2.5090000000000146,11,2017-02-10 01:00:00,86.0,High,asian,2017-02-10 01:00:00,1222.12,1225.101,1225.531,1226.323,1,0.0035341036915839544,1,1223.078,1221.672,1.405999999999949,4.534571428571488,1.0,3
53,Bullish,2017-03-10 13:00:00,0.0749999999998181,13,2017-03-14 19:00:00,102.0,Medium,NY,2017-03-14 19:00:00,1197.092,1198.666,1201.591,1201.692,19,0.005048738816864054,1,1199.227,1197.015,2.211999999999989,2.5046428571428287,5.0,2
54,Bullish,2017-03-21 13:00:00,1.6479999999999109,13,2017-05-04 11:00:00,1054.0,Low,london,2017-05-04 11:00:00,1232.389,1234.29,1233.513,1234.815,11,-0.0036388064714774587,0,1233.755,1231.339,2.4160000000001673,2.0169285714285285,3.0,1
55,Bullish,2017-05-29 06:00:00,0.0399999999999636,6,2017-05-29 22:00:00,16.0,Low,NY,2017-05-29 22:00:00,1265.498,1266.997,1266.426,1267.649,22,-0.0014097129976010413,0,1266.197,1265.524,0.6730000000000018,1.299999999999987,5.0,1
56,Bullish,2017-06-02 12:00:00,1.2339999999999236,12,2017-06-13 01:00:00,253.0,Medium,asian,2017-06-13 01:00:00,1262.394,1265.276,1265.077,1265.686,1,0.001165898113811283,1,1263.306,1261.786,1.5199999999999818,2.3780714285714373,1.0,2
57,Bullish,2017-05-16 14:00:00,1.4190000000000964,14,2017-06-26 08:00:00,978.0,High,asian,2017-06-26 08:00:00,1234.649,1242.463,1253.787,1253.893,8,0.006270314746719424,1,1235.733,1233.84,1.893000000000029,2.643428571428558,1.0,3
58,Bullish,2017-07-19 11:00:00,1.2609999999999673,11,2017-07-20 00:00:00,13.0,Low,asian,2017-07-20 00:00:00,1239.626,1240.433,1241.393,1242.033,0,-0.0023613431787831455,0,1240.249,1239.272,0.9770000000000891,1.9452142857143144,1.0,1
59,Bullish,2017-07-31 18:00:00,0.1430000000000291,18,2017-08-01 09:00:00,15.0,Low,asian/london,2017-08-01 09:00:00,1266.494,1267.425,1268.528,1268.692,9,0.0011258640237132899,1,1268.021,1266.921,1.099999999999909,1.704714285714301,2.0,1
60,Bullish,2017-08-03 11:00:00,1.0960000000000036,11,2017-08-04 12:00:00,25.0,Medium,london,2017-08-04 12:00:00,1260.465,1261.876,1267.812,1269.519,12,-0.004261075092885564,0,1263.667,1261.752,1.9149999999999636,1.9830000000000283,3.0,2
61,Bullish,2017-08-28 14:00:00,2.36200000000008,14,2017-08-31 01:00:00,59.0,High,asian,2017-08-31 01:00:00,1296.626,1302.948,1307.298,1307.919,1,0.0063358566347782195,1,1299.355,1296.979,2.3759999999999764,3.204214285714248,1.0,3
62,Bullish,2017-09-14 17:00:00,2.147999999999911,17,2017-09-15 07:00:00,14.0,Medium,asian,2017-09-15 07:00:00,1324.834,1327.252,1329.85,1329.918,7,-0.0024994575011086026,0,1325.41,1324.365,1.0450000000000728,2.9245714285713933,1.0,2
63,Bullish,2017-10-13 12:00:00,1.066000000000031,12,2017-10-16 19:00:00,79.0,High,NY,2017-10-16 19:00:00,1289.981,1294.521,1295.42,1295.42,19,-0.0023745931299642667,0,1293.584,1291.701,1.8830000000000382,2.738500000000012,5.0,3
64,Bullish,2017-10-09 01:00:00,3.5170000000000528,1,2017-10-19 02:00:00,241.0,Medium,asian,2017-10-19 02:00:00,1275.877,1277.498,1278.354,1278.798,2,0.006838012121021964,1,1276.584,1275.181,1.40300000000002,2.0462857142857405,1.0,2
65,Bullish,2017-10-23 15:00:00,2.063999999999851,15,2017-10-24 14:00:00,23.0,Medium,london/NY,2017-10-24 14:00:00,1273.54,1274.263,1276.433,1278.027,14,0.0005343418610945083,1,1275.265,1273.665,1.6000000000001364,2.380714285714297,4.0,2
66,Bullish,2017-10-25 22:00:00,0.3110000000001491,22,2017-10-26 09:00:00,11.0,Low,asian/london,2017-10-26 09:00:00,1276.958,1277.772,1277.948,1278.118,9,-0.008158559715325297,0,1277.64,1276.855,0.7850000000000819,1.758499999999961,2.0,1
67,Bullish,2017-11-13 05:00:00,0.2059999999999036,5,2017-11-14 03:00:00,22.0,Low,asian,2017-11-14 03:00:00,1275.343,1276.233,1276.587,1276.695,3,-0.003272671254704356,0,1275.875,1275.252,0.6230000000000473,1.465428571428593,1.0,1
68,Bullish,2017-11-21 14:00:00,0.862999999999829,14,2017-11-30 13:00:00,215.0,Medium,london,2017-11-30 13:00:00,1276.263,1277.774,1280.448,1281.124,13,-0.0014129324414768577,0,1278.84,1276.13,2.709999999999809,2.01428571428575,3.0,2
69,Bullish,2017-12-01 16:00:00,0.25,16,2017-12-04 06:00:00,62.0,High,asian,2017-12-04 06:00:00,1273.649,1274.858,1274.433,1274.957,6,0.00015269998300267398,1,1276.107,1271.372,4.7349999999999,3.464642857142881,1.0,3
70,Bullish,2017-08-08 19:00:00,0.2789999999999963,19,2017-12-07 10:00:00,2895.0,Medium,london,2017-12-07 10:00:00,1254.669,1255.811,1256.419,1256.974,10,-0.006208949709736777,0,1256.513,1255.345,1.1679999999998927,2.1252142857142644,3.0,2
71,Bullish,2017-12-20 23:00:00,0.12700000000018,23,2017-12-21 10:00:00,11.0,Low,london,2017-12-21 10:00:00,1265.011,1265.483,1265.3,1265.922,10,0.0018685605207308512,1,1265.488,1264.802,0.6860000000001492,1.2686428571428547,3.0,1
72,Bullish,2018-01-24 08:00:00,1.6109999999998763,8,2018-01-25 19:00:00,35.0,High,NY,2018-01-25 19:00:00,1341.931,1347.752,1360.448,1361.047,19,0.008139173008798836,1,1343.853,1342.415,1.4380000000001019,4.895785714285678,5.0,3
73,Bullish,2018-01-31 05:00:00,1.2180000000000746,5,2018-01-31 16:00:00,11.0,Medium,london/NY,2018-01-31 16:00:00,1340.211,1341.361,1342.422,1343.117,16,0.0023601625152193835,1,1341.33,1340.265,1.0649999999998272,2.578785714285736,4.0,2
74,Bullish,2018-01-19 01:00:00,0.9790000000000418,1,2018-02-02 15:00:00,350.0,Medium,london/NY,2018-02-02 15:00:00,1327.302,1330.17,1331.689,1331.868,15,0.002580029890682199,1,1328.36,1326.648,1.711999999999989,3.055071428571458,4.0,2
75,Bullish,2018-02-28 09:00:00,1.31899999999996,9,2018-02-28 20:00:00,11.0,Medium,NY,2018-02-28 20:00:00,1317.158,1317.366,1318.174,1318.765,20,-0.0032989925436848846,0,1318.492,1316.858,1.6340000000000146,2.6382142857142656,5.0,2
76,Bullish,2018-03-26 13:00:00,0.9500000000000456,13,2018-03-27 10:00:00,21.0,Medium,london,2018-03-27 10:00:00,1347.965,1348.391,1348.514,1349.267,10,-0.0028686322205809904,0,1349.252,1347.155,2.09699999999998,2.468928571428608,3.0,2
77,Bullish,2018-03-23 12:00:00,0.2000000000000454,12,2018-03-27 12:00:00,96.0,High,london,2018-03-27 12:00:00,1339.194,1342.461,1345.692,1345.905,12,0.0028766992578281043,1,1342.865,1340.071,2.7940000000000964,2.942928571428621,3.0,3
78,Bullish,2018-04-04 07:00:00,2.582000000000108,7,2018-04-04 18:00:00,11.0,High,NY,2018-04-04 18:00:00,1332.068,1333.467,1336.025,1336.132,18,-0.003878082704695547,0,1334.649,1333.422,1.2269999999998618,4.18771428571428,5.0,3
79,Bullish,2018-04-02 01:00:00,0.0679999999999836,1,2018-04-05 06:00:00,77.0,Low,asian,2018-04-05 06:00:00,1325.81,1326.375,1328.722,1329.068,6,-0.0010480757630595518,0,1326.865,1325.615,1.25,2.172142857142863,1.0,1
80,Bullish,2018-04-12 22:00:00,0.4149999999999636,22,2018-04-13 11:00:00,13.0,Medium,london,2018-04-13 11:00:00,1332.201,1336.407,1338.866,1339.376,11,0.005316288454711151,1,1335.798,1334.486,1.3119999999998981,2.538285714285686,3.0,2
81,Bullish,2018-04-06 12:00:00,3.115999999999985,12,2018-04-23 13:00:00,409.0,Low,london,2018-04-23 13:00:00,1323.292,1324.543,1325.51,1326.584,13,0.0018572669915751135,1,1324.473,1322.427,2.046000000000049,2.4214285714285944,3.0,1
82,Bullish,2018-05-03 00:00:00,1.130999999999858,0,2018-05-09 07:00:00,151.0,Medium,asian,2018-05-09 07:00:00,1303.902,1306.139,1307.992,1308.128,7,0.005451960603755161,1,1306.433,1305.288,1.1449999999999818,2.627214285714266,1.0,2
83,Bullish,2017-12-29 13:00:00,1.8789999999999047,13,2018-05-15 12:00:00,3287.0,Medium,london,2018-05-15 12:00:00,1296.375,1297.322,1306.816,1307.036,12,-0.0031928337421076067,0,1297.633,1296.301,1.3320000000001073,2.304928571428588,3.0,2
84,Bullish,2017-12-27 07:00:00,0.69399999999996,7,2018-05-21 07:00:00,3480.0,Medium,asian,2018-05-21 07:00:00,1281.827,1282.645,1283.319,1284.008,7,0.0072306295128071706,1,1282.591,1281.916,0.6749999999999545,2.0731428571428165,1.0,2
85,Bullish,2017-07-14 05:00:00,0.07100000000014,5,2018-07-19 09:00:00,8884.0,Medium,asian/london,2018-07-19 09:00:00,1216.124,1217.175,1218.401,1218.949,9,0.004997170366150778,1,1216.92,1216.257,0.6630000000000109,2.2231428571428427,2.0,2
86,Bullish,2018-07-24 07:00:00,0.3959999999999581,7,2018-07-27 08:00:00,73.0,Medium,asian,2018-07-27 08:00:00,1218.402,1219.241,1224.136,1224.263,8,0.0026264730611263347,1,1220.71,1218.683,2.0270000000000437,2.1745714285714093,1.0,2
87,Bullish,2017-01-09 08:00:00,1.9700000000000275,8,2018-08-15 19:00:00,14003.0,High,NY,2018-08-15 19:00:00,1172.858,1174.543,1176.752,1177.619,19,0.0009144945468949714,1,1174.636,1173.109,1.5270000000000437,3.4768571428571056,5.0,3
88,Bullish,2018-10-04 11:00:00,1.2739999999998872,11,2018-10-04 23:00:00,12.0,High,Closing,2018-10-04 23:00:00,1198.51,1198.97,1199.662,1200.338,23,0.0024030329688114463,1,1199.536,1197.851,1.6849999999999454,2.726642857142857,,3
89,Bullish,2018-10-17 08:00:00,0.6279999999999291,8,2018-10-17 19:00:00,11.0,Medium,NY,2018-10-17 19:00:00,1222.595,1223.502,1222.668,1223.502,19,-0.001767249698234597,0,1223.957,1221.651,2.30600000000004,2.628714285714296,5.0,2
90,Bullish,2018-10-26 07:00:00,0.915000000000191,7,2018-10-26 20:00:00,13.0,High,NY,2018-10-26 20:00:00,1231.512,1232.652,1233.998,1234.143,20,-0.0012432935593010657,0,1233.44,1230.982,2.4580000000000837,4.204214285714296,5.0,3
91,Bullish,2018-11-01 06:00:00,2.2660000000000764,6,2018-11-09 04:00:00,190.0,Medium,asian,2018-11-09 04:00:00,1217.738,1218.946,1218.282,1219.06,4,-0.006174195140032916,0,1218.69,1217.417,1.2730000000001382,2.398071428571419,1.0,2
92,Bullish,2018-12-07 13:00:00,0.3279999999999745,13,2018-12-11 18:00:00,101.0,High,NY,2018-12-11 18:00:00,1240.468,1243.064,1244.296,1244.304,18,0.002512541551634309,1,1241.439,1240.112,1.3269999999999982,2.329571428571464,5.0,3
93,Bullish,2019-01-30 19:00:00,1.0769999999999982,19,2019-02-04 12:00:00,113.0,Low,london,2019-02-04 12:00:00,1309.716,1311.128,1310.809,1311.21,12,0.0010317751645918644,1,1311.724,1309.002,2.72199999999998,1.479857142857132,3.0,1
94,Bullish,2019-02-13 23:00:00,0.23700000000008,23,2019-02-14 10:00:00,11.0,Medium,london,2019-02-14 10:00:00,1305.525,1306.296,1305.886,1306.566,10,0.005342551733830566,1,1306.126,1305.173,0.9529999999999745,1.579714285714252,3.0,2
95,Bullish,2019-02-19 07:00:00,2.617000000000189,7,2019-02-21 21:00:00,62.0,High,NY,2019-02-21 21:00:00,1320.438,1323.125,1323.663,1323.684,21,0.0020869838549660855,1,1324.042,1322.84,1.2019999999999982,3.2724999999999715,5.0,3
96,Bullish,2019-01-25 13:00:00,5.212999999999965,13,2019-03-04 14:00:00,913.0,High,london/NY,2019-03-04 14:00:00,1282.798,1286.079,1286.863,1288.165,14,0.002298886367440515,1,1285.08,1283.99,1.0899999999999181,2.68599999999997,4.0,3
97,Bullish,2019-03-05 18:00:00,0.5789999999999509,18,2019-03-07 08:00:00,38.0,Low,asian,2019-03-07 08:00:00,1280.09,1286.415,1284.325,1286.94,8,0.0023220915112142845,1,1283.785,1282.436,1.34900000000016,1.8475000000000328,1.0,1
98,Bullish,2019-03-13 08:00:00,1.1449999999999818,8,2019-03-14 03:00:00,19.0,Medium,asian,2019-03-14 03:00:00,1304.121,1304.184,1305.316,1305.862,3,-0.007568565330091437,0,1305.015,1304.066,0.9490000000000691,1.9533571428571253,1.0,2
99,Bullish,2019-03-18 06:00:00,0.4279999999998836,6,2019-03-20 15:00:00,57.0,High,london/NY,2019-03-20 15:00:00,1298.561,1300.531,1303.487,1304.066,15,0.014740740997317843,1,1299.844,1298.465,1.3790000000001328,2.26964285714288,4.0,3
100,Bullish,2019-03-25 00:00:00,1.0190000000000057,0,2019-03-27 13:00:00,61.0,High,london,2019-03-27 13:00:00,1308.717,1312.446,1315.048,1316.778,13,-0.0012213902202657721,0,1312.468,1311.591,0.8770000000001801,2.603785714285664,3.0,3
101,Bullish,2019-04-18 07:00:00,0.706000000000131,7,2019-04-23 11:00:00,124.0,Low,london,2019-04-23 11:00:00,1271.409,1272.016,1273.025,1273.025,11,-0.00023628476993298427,0,1272.428,1271.113,1.3150000000000546,1.2542857142857269,3.0,1
102,Bullish,2019-04-26 06:00:00,0.0190000000000054,6,2019-04-29 11:00:00,77.0,Low,london,2019-04-29 11:00:00,1279.837,1281.227,1281.081,1281.273,11,0.00016640104996716153,1,1280.385,1279.695,0.6900000000000546,1.32621428571427,3.0,1
