,Type,Created_At,impulse_candle_size,created_hour,time,distance,vol_regime,sessions,Hit_At,l,c,o,h,hour_hit,Return,success,Zone_Top,Zone_Bottom,zone_size,atr_14,sessions_num,vol_regime_num
208,Bullish,2024-06-12 12:00:00,6.019999999999982,12,2024-06-13 01:00:00,13.0,High,asian,2024-06-13 01:00:00,2307.99,2312.59,2320.69,2321.46,1,-0.0028075256383934405,0,2314.68,2312.17,2.5099999999997635,9.420000000000073,1.0,3
209,Bullish,2024-06-11 12:00:00,3.289999999999964,12,2024-06-13 11:00:00,47.0,Medium,london,2024-06-13 11:00:00,2303.81,2306.93,2316.25,2316.55,11,-0.0017058743201969412,0,2308.14,2305.33,2.8099999999999454,5.552857142857225,3.0,2
210,Bullish,2024-06-28 05:00:00,1.819999999999709,5,2024-07-01 05:00:00,72.0,Low,asian,2024-07-01 05:00:00,2318.4,2321.73,2323.59,2323.88,5,0.0030163572745919302,1,2321.72,2319.64,2.0799999999999272,4.18500000000001,1.0,1
211,Bullish,2024-07-16 01:00:00,2.869999999999891,1,2024-07-19 01:00:00,72.0,High,asian,2024-07-19 01:00:00,2420.31,2426.02,2434.28,2434.5,1,-0.004699973980811926,0,2422.67,2419.91,2.7600000000002183,7.482857142857126,1.0,3
212,Bullish,2024-08-09 10:00:00,3.849999999999909,10,2024-08-12 02:00:00,64.0,Low,asian,2024-08-12 02:00:00,2423.67,2426.09,2425.91,2427.32,2,0.008374552910260158,1,2425.44,2422.58,2.8600000000001273,5.5692857142857,1.0,1
213,Bullish,2024-09-10 12:00:00,7.099999999999909,12,2024-09-11 12:00:00,24.0,Medium,london,2024-09-11 12:00:00,2502.06,2507.98,2522.01,2523.8,12,0.002470466155810823,1,2507.05,2504.15,2.900000000000091,5.494285714285785,3.0,2
214,Bullish,2024-10-18 01:00:00,3.539999999999964,1,2024-11-06 12:00:00,467.0,High,london,2024-11-06 12:00:00,2693.29,2695.02,2698.96,2707.9,12,-0.011259392879876767,0,2695.66,2692.73,2.9299999999998363,15.211428571428574,3.0,3
215,Bullish,2024-10-16 01:00:00,0.0699999999997089,1,2024-11-06 13:00:00,516.0,High,london,2024-11-06 13:00:00,2659.02,2664.06,2694.96,2694.96,13,0.0007031370440419065,1,2660.43,2658.59,1.8399999999996908,17.506428571428582,3.0,3
216,Bullish,2024-11-22 00:00:00,4.730000000000018,0,2024-11-25 03:00:00,75.0,High,asian,2024-11-25 03:00:00,2658.55,2672.17,2695.08,2697.29,3,0.003460233542346225,1,2669.81,2667.98,1.8299999999999272,11.336428571428574,1.0,3
217,Bullish,2024-11-29 01:00:00,12.600000000000364,1,2024-12-02 00:00:00,71.0,Medium,asian,2024-12-02 00:00:00,2629.9,2637.23,2645.79,2647.54,0,-0.0005668773023465273,0,2639.02,2635.49,3.5300000000002,7.5692857142857,1.0,2
218,Bullish,2024-12-03 13:00:00,6.390000000000327,13,2024-12-04 01:00:00,12.0,Medium,asian,2024-12-04 01:00:00,2637.56,2642.09,2640.35,2643.17,1,0.0018666464730605775,1,2644.08,2638.12,5.960000000000036,6.5149999999999375,1.0,2
219,Bullish,2024-11-26 09:00:00,5.360000000000127,9,2024-12-06 01:00:00,232.0,Medium,asian,2024-12-06 01:00:00,2612.55,2617.43,2628.32,2630.42,1,0.008817478950467618,1,2618.22,2612.3,5.919999999999618,7.447857142857109,1.0,2
220,Bullish,2024-12-10 00:00:00,2.4200000000000728,0,2024-12-13 13:00:00,85.0,Medium,london,2024-12-13 13:00:00,2659.43,2662.0,2672.3,2672.92,13,-0.005064923105258277,0,2661.48,2659.43,2.050000000000182,7.406428571428576,3.0,2
221,Bullish,2025-01-09 06:00:00,4.349999999999909,6,2025-01-13 17:00:00,107.0,High,london/NY,2025-01-13 17:00:00,2659.1,2660.75,2661.16,2664.0,17,0.0053475533627161415,1,2660.84,2657.48,3.3600000000001273,7.181428571428602,4.0,3
222,Bullish,2025-03-04 07:00:00,14.210000000000036,7,2025-03-10 17:00:00,154.0,High,london/NY,2025-03-10 17:00:00,2882.52,2885.87,2895.7,2895.89,17,0.003659641240848751,1,2889.6,2884.19,5.4099999999998545,9.905000000000005,4.0,3
223,Bullish,2025-03-19 18:00:00,1.0199999999999818,18,2025-03-20 10:00:00,16.0,Medium,london,2025-03-20 10:00:00,3025.51,3034.07,3041.25,3041.25,10,0.004190849401554598,1,3033.98,3029.23,4.75,6.572857142857141,3.0,2
224,Bullish,2025-03-26 05:00:00,3.550000000000182,5,2025-03-26 16:00:00,11.0,Medium,london/NY,2025-03-26 16:00:00,3015.04,3015.42,3015.75,3019.93,16,0.005894085521440077,1,3017.42,3014.05,3.369999999999891,6.974285714285576,4.0,2
225,Bullish,2025-04-15 01:00:00,0.4800000000000182,1,2025-04-15 13:00:00,12.0,Low,london,2025-04-15 13:00:00,3211.44,3212.87,3221.38,3226.14,13,0.015984275618649377,1,3215.12,3210.57,4.549999999999727,8.796428571428546,3.0,1
226,Bullish,2025-05-06 01:00:00,21.63999999999988,1,2025-05-08 06:00:00,53.0,High,asian,2025-05-08 06:00:00,3319.91,3329.49,3355.04,3361.61,6,-0.005376085584638,0,3333.97,3321.43,12.539999999999964,17.77571428571423,1.0,3
227,Bullish,2025-05-23 11:00:00,8.829999999999927,11,2025-05-26 09:00:00,70.0,Low,asian/london,2025-05-26 09:00:00,3323.18,3328.22,3334.45,3336.06,9,0.006010572597198335,1,3331.82,3323.12,8.700000000000273,9.374285714285731,2.0,1
228,Bullish,2025-06-12 23:00:00,20.640000000000327,23,2025-06-16 13:00:00,86.0,Medium,london,2025-06-16 13:00:00,3381.69,3387.85,3415.28,3417.72,13,0.0035053378415340324,1,3384.6,3379.37,5.230000000000018,11.878571428571538,3.0,2
229,Bullish,2025-06-20 13:00:00,0.9699999999998,13,2025-06-23 23:00:00,82.0,High,Closing,2025-06-23 23:00:00,3341.05,3344.04,3355.25,3357.19,23,-0.008300993578871286,0,3350.49,3341.48,9.009999999999764,13.510357142857142,,3
230,Bullish,2025-07-04 03:00:00,2.619999999999891,3,2025-07-06 23:00:00,68.0,Low,Closing,2025-07-06 23:00:00,3325.87,3328.63,3333.18,3334.22,23,-0.006268189613486772,0,3332.22,3326.8,5.419999999999618,5.908571428571544,,1
231,Bullish,2025-08-04 11:00:00,2.800000000000182,11,2025-08-05 10:00:00,23.0,Low,london,2025-08-05 10:00:00,3352.83,3352.97,3359.37,3361.57,10,0.007450276852287831,1,3358.56,3352.6,5.960000000000036,6.005714285714313,3.0,1
232,Bullish,2025-08-05 12:00:00,7.2400000000002365,12,2025-08-11 11:00:00,143.0,High,london,2025-08-11 11:00:00,3349.6,3355.13,3358.28,3358.65,11,-0.0014767567438558782,0,3354.21,3349.67,4.539999999999964,10.48892857142859,3.0,3
233,Bullish,2025-09-16 00:00:00,6.9900000000002365,0,2025-09-17 01:00:00,25.0,Medium,asian,2025-09-17 01:00:00,3675.65,3679.24,3690.89,3691.9,1,-0.003346854880807363,0,3680.32,3675.84,4.480000000000018,8.033571428571415,1.0,2
234,Bullish,2025-09-23 08:00:00,10.409999999999854,8,2025-09-23 19:00:00,11.0,High,NY,2025-09-23 19:00:00,3751.78,3764.18,3756.57,3768.03,19,0.0047935368521463744,1,3757.27,3748.67,8.599999999999909,13.453571428571454,5.0,3
235,Bullish,2025-11-18 13:00:00,0.2000000000002728,13,2025-11-20 02:00:00,37.0,High,asian,2025-11-20 02:00:00,4036.4,4066.47,4081.21,4081.5,2,0.011005670037973607,1,4045.01,4029.01,16.0,23.4028571428571,1.0,3
236,Bullish,2025-12-12 05:00:00,3.970000000000255,5,2025-12-12 16:00:00,11.0,High,london/NY,2025-12-12 16:00:00,4256.32,4281.51,4290.18,4296.25,16,0.013717180094508973,1,4270.81,4265.93,4.880000000000109,19.745000000000086,4.0,3
