time,o,h,l,c,volume,complete
2020-01-07 12:00:00,7874.2,7896.3,7826.1,7852.5,3541,True
2020-01-07 13:00:00,7854.2,7854.2,7793.4,7830.1,2808,True
2020-01-07 14:00:00,7830.8,7866.1,7823.1,7830.7,1846,True
2020-01-07 15:00:00,7830.2,7835.4,7732.0,7749.5,2717,True
2020-01-07 16:00:00,7749.0,7925.5,7711.7,7894.8,4238,True
2020-01-07 17:00:00,7894.3,7940.1,7863.7,7924.1,2926,True
2020-01-07 18:00:00,7924.7,8115.5,7905.7,8031.0,5025,True
2020-01-07 19:00:00,8031.7,8099.3,8029.5,8061.5,2959,True
2020-01-07 20:00:00,8060.7,8166.9,8033.9,8154.4,2923,True
2020-01-07 21:00:00,8153.9,8173.0,7992.7,8004.4,5404,True
2020-01-07 22:00:00,8002.5,8048.0,7942.1,8035.3,5737,True
2020-01-07 23:00:00,8034.2,8197.7,8007.0,8140.0,6383,True
2020-01-08 00:00:00,8139.5,8446.2,8135.1,8419.1,9796,True
2020-01-08 01:00:00,8417.2,8444.7,8331.7,8359.9,7173,True
2020-01-08 02:00:00,8360.6,8412.4,8243.8,8266.7,5573,True
2020-01-08 03:00:00,8266.1,8324.2,8233.3,8286.9,3793,True
2020-01-08 04:00:00,8287.4,8338.4,8268.7,8325.8,2905,True
2020-01-08 05:00:00,8325.2,8359.5,8291.4,8317.3,2338,True
2020-01-08 06:00:00,8316.7,8346.7,8301.7,8324.1,1817,True
2020-01-08 07:00:00,8323.6,8329.1,8260.0,8282.7,2285,True
2020-01-08 08:00:00,8282.3,8312.3,8249.8,8296.6,2472,True
2020-01-08 09:00:00,8297.3,8303.1,8260.3,8281.9,2202,True
2020-01-08 10:00:00,8282.4,8347.2,8270.3,8316.4,2281,True
2020-01-08 11:00:00,8317.4,8353.9,8314.8,8315.7,1185,True
2020-01-08 12:00:00,8315.3,8331.1,8255.5,8264.7,2272,True
2020-01-08 13:00:00,8264.3,8399.4,8201.9,8367.2,5569,True
2020-01-08 14:00:00,8366.6,8367.1,8180.4,8289.8,6269,True
2020-01-08 15:00:00,8290.3,8342.4,8216.5,8285.6,4123,True
